airline_code,ticket_price,airline_name,from_city,to_city,from_date,to_date,crawl_date
EY,1097.47,Etihad,MUC,DEL,2020-04-03,2020-04-23,2020-01-04
EK,1107.48,Emirates,MUC,DEL,2020-04-03,2020-04-23,2020-01-04
QR,1248.5,Qatar Airways,MUC,DEL,2020-04-03,2020-04-23,2020-01-04
KL,797.53,KLM Royal Dutch Airlines,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
AF,797.65,Air France,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
BA,843.41,British Airways,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
EK,926.6,Emirates,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
WY,958.04,Oman Air,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
EY,962.59,Etihad,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
QR,979.62,Qatar Airways,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
TG,1114.18,Thai Airways,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
AZ,1160.14,Alitalia,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
LH,1185.95,Lufthansa,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
TK,1309.94,Turkish Airlines,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
QF,8339.6,Qantas Airways,MUC,BLR,2020-01-05,2020-01-25,2020-01-04
AF,543.11,Air France,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
UL,699.54,Sri Lankan Airlines,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
EY,702.53,Etihad,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
EK,729.54,Emirates,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
BA,779.35,British Airways,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
WY,887.98,Oman Air,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
QR,943.56,Qatar Airways,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
LX,953.09,Swiss Air,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
TG,999.12,Thai Airways,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
LH,1046.34,Lufthansa,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
SQ,1117.88,Singapore Airlines,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
AZ,1175.08,Alitalia,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
TK,1402.88,Turkish Airlines,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-11,2020-01-31,2020-01-04
KL,589.47,KLM Royal Dutch Airlines,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
EK,709.54,Emirates,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
AF,717.59,Air France,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
BA,808.35,British Airways,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
LH,847.26,Lufthansa,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
WY,867.98,Oman Air,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
LX,868.09,Swiss Air,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
QR,943.56,Qatar Airways,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
TK,1030.95,Turkish Airlines,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
TG,1114.12,Thai Airways,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
AZ,1160.08,Alitalia,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
EY,3639.53,Etihad,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-19,2020-02-08,2020-01-04
SV,576.44,Saudia,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
EY,682.59,Etihad,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
UL,699.6,Sri Lankan Airlines,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
EK,709.6,Emirates,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
LH,762.32,Lufthansa,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
KL,823.05,KLM Royal Dutch Airlines,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
AF,823.17,Air France,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
BA,843.41,British Airways,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
WY,848.04,Oman Air,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
TK,877.01,Turkish Airlines,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
QR,943.62,Qatar Airways,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
TG,999.18,Thai Airways,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
AZ,1160.14,Alitalia,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
QF,8339.6,Qantas Airways,MUC,BLR,2020-02-03,2020-02-23,2020-01-04
KL,542.53,KLM Royal Dutch Airlines,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
AF,542.65,Air France,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
QR,644.62,Qatar Airways,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
EY,662.59,Etihad,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
EK,689.6,Emirates,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
TK,690.94,Turkish Airlines,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
LH,695.95,Lufthansa,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
BA,756.41,British Airways,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
UL,830.6,Sri Lankan Airlines,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
WY,848.04,Oman Air,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
TG,999.18,Thai Airways,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
AZ,1145.14,Alitalia,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
QF,8339.6,Qantas Airways,MUC,BLR,2020-03-04,2020-03-24,2020-01-04
KL,724.46,KLM Royal Dutch Airlines,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
LH,781.57,Lufthansa,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
AF,815.49,Air France,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
WY,1004.36,Oman Air,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
SQ,1028.26,Singapore Airlines,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
BA,1039.41,British Airways,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
UL,1090.92,Sri Lankan Airlines,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
TG,1134.5,Thai Airways,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
EY,1161.91,Etihad,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
EK,1213.92,Emirates,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
QR,1354.94,Qatar Airways,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
QF,8359.92,Qantas Airways,MUC,BLR,2020-04-03,2020-04-23,2020-01-04
BA,741.99,British Airways,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
WY,748.62,Oman Air,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
QR,824.2,Qatar Airways,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
EK,850.18,Emirates,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
EY,866.17,Etihad,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
UL,892.18,Sri Lankan Airlines,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
LH,945.67,Lufthansa,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
TG,1106.76,Thai Airways,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
KL,1263.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
TK,1688.52,Turkish Airlines,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-02,2020-01-22,2020-01-01
EK,639.18,Emirates,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
WY,658.62,Oman Air,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
UL,737.18,Sri Lankan Airlines,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
BA,741.99,British Airways,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
EY,758.17,Etihad,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
QR,804.2,Qatar Airways,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
LH,811.98,Lufthansa,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
TG,991.76,Thai Airways,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
KL,1028.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-08,2020-01-28,2020-01-01
EK,639.18,Emirates,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
WY,653.62,Oman Air,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
LH,731.98,Lufthansa,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
BA,741.99,British Airways,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
EY,775.81,Etihad,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
QR,804.2,Qatar Airways,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
UL,831.18,Sri Lankan Airlines,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
KL,996.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
TG,1049.76,Thai Airways,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
TK,1090.52,Turkish Airlines,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-16,2020-02-05,2020-01-01
EK,659.18,Emirates,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
EY,660.17,Etihad,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
WY,673.62,Oman Air,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
UL,692.18,Sri Lankan Airlines,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
LH,731.98,Lufthansa,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
BA,764.99,British Airways,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
QR,804.2,Qatar Airways,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
TG,991.76,Thai Airways,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
KL,1156.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
TK,1237.52,Turkish Airlines,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-31,2020-02-20,2020-01-01
UL,600.18,Sri Lankan Airlines,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
EK,659.18,Emirates,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
WY,678.62,Oman Air,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
LH,696.98,Lufthansa,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
EY,697.1,Etihad,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
BA,741.99,British Airways,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
QR,844.2,Qatar Airways,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
TG,991.76,Thai Airways,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
SQ,1000.52,Singapore Airlines,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
TK,1117.52,Turkish Airlines,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
QF,8572.18,Qantas Airways,MUC,MAA,2020-03-01,2020-03-21,2020-01-01
EK,639.24,Emirates,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
WY,658.68,Oman Air,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
UL,674.24,Sri Lankan Airlines,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
LH,696.59,Lufthansa,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
TG,849.82,Thai Airways,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
QR,854.26,Qatar Airways,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
EY,856.23,Etihad,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
BA,969.89,British Airways,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
SQ,1000.58,Singapore Airlines,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
KL,1072.01,KLM Royal Dutch Airlines,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
QF,8572.24,Qantas Airways,MUC,MAA,2020-03-31,2020-04-20,2020-01-01
QR,860.52,Qatar Airways,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
UL,895.5,Sri Lankan Airlines,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
KL,916.43,KLM Royal Dutch Airlines,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
EY,1008.49,Etihad,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
EK,1023.5,Emirates,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
TG,1045.28,Thai Airways,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
LH,1064.91,Lufthansa,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
AI,1075.2,Air India,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
BA,1189.31,British Airways,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
SQ,1279.84,Singapore Airlines,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
TK,1664.84,Turkish Airlines,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
QF,8591.5,Qantas Airways,MUC,CCU,2020-01-02,2020-01-22,2020-01-01
KL,707.43,KLM Royal Dutch Airlines,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
EY,803.49,Etihad,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
EK,806.5,Emirates,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
QR,811.52,Qatar Airways,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
TK,832.84,Turkish Airlines,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
TG,930.28,Thai Airways,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
LH,999.91,Lufthansa,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
AI,1075.2,Air India,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
SQ,1129.84,Singapore Airlines,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
BA,1320.31,British Airways,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
LX,3905.05,Swiss Air,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
QF,8591.5,Qantas Airways,MUC,CCU,2020-01-08,2020-01-28,2020-01-01
TK,702.78,Turkish Airlines,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
KL,742.37,KLM Royal Dutch Airlines,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
EK,806.44,Emirates,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
QR,811.46,Qatar Airways,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
EY,821.07,Etihad,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
UL,850.44,Sri Lankan Airlines,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
LH,898.54,Lufthansa,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
TG,930.22,Thai Airways,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
SQ,989.78,Singapore Airlines,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
AI,1075.14,Air India,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
BA,1256.25,British Airways,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
LX,3904.99,Swiss Air,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
QF,8591.44,Qantas Airways,MUC,CCU,2020-01-16,2020-02-05,2020-01-01
TK,682.78,Turkish Airlines,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
KL,742.37,KLM Royal Dutch Airlines,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
EK,826.44,Emirates,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
QR,831.46,Qatar Airways,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
EY,885.33,Etihad,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
TG,1067.22,Thai Airways,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
AI,1067.73,Air India,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
SQ,1089.78,Singapore Airlines,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
LH,1309.54,Lufthansa,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
BA,1424.25,British Airways,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
QF,8591.44,Qantas Airways,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
CX,8617.4,Cathay Pacific,MUC,CCU,2020-01-31,2020-02-20,2020-01-01
KL,707.43,KLM Royal Dutch Airlines,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
TK,727.84,Turkish Airlines,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
EK,826.5,Emirates,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
QR,831.52,Qatar Airways,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
TG,952.28,Thai Airways,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
SQ,989.84,Singapore Airlines,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
LH,998.6,Lufthansa,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
AI,1056.63,Air India,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
AZ,1138.94,Alitalia,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
BA,1384.31,British Airways,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
EY,3478.49,Etihad,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
QF,8591.5,Qantas Airways,MUC,CCU,2020-03-01,2020-03-21,2020-01-01
KL,720.9,KLM Royal Dutch Airlines,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
EK,807.32,Emirates,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
TG,820.1,Thai Airways,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
LH,865.7,Lufthansa,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
QR,890.34,Qatar Airways,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
TK,926.66,Turkish Airlines,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
SQ,990.66,Singapore Airlines,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
AI,1057.45,Air India,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
BA,1352.97,British Airways,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
QF,8592.32,Qantas Airways,MUC,CCU,2020-03-31,2020-04-20,2020-01-01
LX,627.1,Swiss Air,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
BA,670.36,British Airways,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
KU,679.31,Kuwait Airways,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
WY,687.99,Oman Air,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
KL,694.48,KLM Royal Dutch Airlines,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
QR,743.57,Qatar Airways,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
EK,801.55,Emirates,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
EY,817.54,Etihad,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
LH,832.6,Lufthansa,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
AF,867.53,Air France,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
AZ,992.09,Alitalia,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
AI,1060.89,Air India,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
TK,1484.89,Turkish Airlines,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
SV,3494.45,Saudia,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
QF,5621.37,Qantas Airways,MUC,BOM,2020-01-02,2020-01-22,2020-01-01
KL,504.48,KLM Royal Dutch Airlines,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
AF,504.6,Air France,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
WY,587.99,Oman Air,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
EY,599.54,Etihad,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
LX,627.1,Swiss Air,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
EK,629.55,Emirates,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
LH,667.6,Lufthansa,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
BA,670.36,British Airways,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
QR,723.57,Qatar Airways,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
TK,869.89,Turkish Airlines,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
AZ,952.09,Alitalia,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
AI,1005.89,Air India,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
QF,7750.55,Qantas Airways,MUC,BOM,2020-01-08,2020-01-28,2020-01-01
AF,504.54,Air France,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
KL,526.42,KLM Royal Dutch Airlines,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
WY,587.93,Oman Air,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
EK,598.49,Emirates,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
LX,627.04,Swiss Air,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
KU,635.25,Kuwait Airways,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
LH,666.83,Lufthansa,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
BA,670.3,British Airways,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
EY,703.48,Etihad,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
QR,723.51,Qatar Airways,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
TK,769.83,Turkish Airlines,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
AZ,952.03,Alitalia,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
AI,1005.83,Air India,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
QF,7750.49,Qantas Airways,MUC,BOM,2020-01-16,2020-02-05,2020-01-01
KL,526.42,KLM Royal Dutch Airlines,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
AF,526.54,Air France,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
MS,568.45,Egypt Air,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
WY,607.93,Oman Air,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
EK,618.49,Emirates,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
EY,619.48,Etihad,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
LH,666.83,Lufthansa,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
LX,711.33,Swiss Air,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
QR,723.51,Qatar Airways,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
BA,842.3,British Airways,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
TK,909.83,Turkish Airlines,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
AZ,967.03,Alitalia,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
AI,1005.83,Air India,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
QF,7750.49,Qantas Airways,MUC,BOM,2020-01-31,2020-02-20,2020-01-01
KL,504.48,KLM Royal Dutch Airlines,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
AF,504.6,Air France,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
WY,607.99,Oman Air,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
EK,618.55,Emirates,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
LH,626.89,Lufthansa,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
LX,667.1,Swiss Air,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
TK,719.89,Turkish Airlines,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
BA,734.36,British Airways,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
EY,743.54,Etihad,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
QR,763.57,Qatar Airways,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
AZ,967.09,Alitalia,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
AI,1005.89,Air India,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
UL,1643.55,Sri Lankan Airlines,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
QF,7750.55,Qantas Airways,MUC,BOM,2020-03-01,2020-03-21,2020-01-01
WY,587.99,Oman Air,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
KL,600.0,KLM Royal Dutch Airlines,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
AF,600.12,Air France,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
TK,617.89,Turkish Airlines,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
LH,627.6,Lufthansa,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
UL,635.55,Sri Lankan Airlines,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
EK,659.55,Emirates,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
BA,702.2,British Airways,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
LX,767.1,Swiss Air,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
QR,773.57,Qatar Airways,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
EY,807.54,Etihad,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
AI,1060.89,Air India,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
CA,1120.24,Air China,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
QF,7750.55,Qantas Airways,MUC,BOM,2020-03-31,2020-04-20,2020-01-01
WY,567.92,Oman Air,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
AY,588.78,Finn Air,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
SU,610.9,Aeroflot,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
LX,617.03,Swiss Air,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
AZ,659.36,Alitalia,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
KL,695.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
AF,695.53,Air France,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
KU,728.24,Kuwait Airways,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
EK,801.48,Emirates,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
EY,817.47,Etihad,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
LH,822.53,Lufthansa,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
AI,952.82,Air India,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
QR,957.75,Qatar Airways,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
TK,1397.82,Turkish Airlines,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
PS,1446.45,Ukraine International Airlines,MUC,DEL,2020-01-02,2020-01-22,2020-01-01
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
AF,452.53,Air France,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
AY,528.78,Finn Air,MUC,DEL,2020-01-08,2020-01-28,2020-01-01
